Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
21/8/2017,28/8/2017,22/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,23/8/2017,,No,No,No,Yes
21/8/2017,18/9/2017,28/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,15/9/2017,,No,No,Yes,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,21/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,30/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,21/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,24/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,22/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,25/9/2017,,No,No,No,No
22/8/2017,19/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,15/9/2017,,No,No,No,No
21/8/2017,19/9/2017,22/8/2017,,Yes,No,No,No
21/8/2017,19/9/2017,18/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,13/9/2017,,Yes,No,No,No
22/8/2017,19/9/2017,18/9/2017,,No,No,No,Yes
22/8/2017,19/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,19/9/2017,26/9/2017,,No,No,No,No
22/8/2017,19/9/2017,29/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,31/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,30/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,22/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,29/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,29/8/2017,,No,No,No,No
22/8/2017,19/9/2017,24/8/2017,,No,No,No,Yes
22/8/2017,5/9/2017,4/9/2017,,Yes,No,No,No
22/8/2017,29/8/2017,29/8/2017,,Yes,No,No,No
22/8/2017,17/10/2017,6/11/2017,19/9/2017,Yes,No,No,No
22/8/2017,19/9/2017,31/8/2017,,Yes,No,No,No
22/8/2017,29/8/2017,29/8/2017,,Yes,No,No,No
22/8/2017,17/10/2017,17/10/2017,15/9/2017,Yes,No,No,No
22/8/2017,19/9/2017,8/9/2017,,No,No,No,No
23/8/2017,20/9/2017,12/9/2017,,Yes,No,No,No
22/8/2017,19/9/2017,19/9/2017,,Yes,No,No,No
22/8/2017,19/9/2017,30/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,23/8/2017,,Yes,No,No,No
22/8/2017,19/9/2017,20/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,19/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,23/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,30/8/2017,,No,No,No,No
23/8/2017,20/9/2017,30/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,15/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,30/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,18/9/2017,,No,No,No,Yes
23/8/2017,20/9/2017,28/8/2017,,No,No,No,Yes
21/8/2017,18/9/2017,6/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,23/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,19/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,23/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,23/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,23/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,29/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,20/9/2017,,No,No,Yes,No
22/8/2017,20/9/2017,14/9/2017,,No,No,Yes,No
23/8/2017,20/9/2017,13/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,24/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,15/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,23/8/2017,,Yes,No,No,No
14/8/2017,7/11/2017,1/11/2017,11/9/2017,No,No,Yes,No
23/8/2017,20/9/2017,12/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,14/9/2017,,No,No,No,No
23/8/2017,20/9/2017,25/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,5/9/2017,,Yes,No,No,No
23/8/2017,20/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,30/8/2017,,Yes,No,No,No
23/8/2017,20/9/2017,30/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,30/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,19/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,19/9/2017,,No,No,No,No
23/8/2017,20/9/2017,20/9/2017,,No,No,Yes,No
23/8/2017,20/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,20/9/2017,24/8/2017,,Yes,No,No,No
24/8/2017,6/10/2017,8/9/2017,,No,No,No,No
24/8/2017,21/9/2017,21/9/2017,,Yes,No,No,No
21/8/2017,21/9/2017,20/9/2017,,No,No,No,No
24/8/2017,21/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,25/8/2017,25/8/2017,,Yes,No,No,No
24/8/2017,29/8/2017,29/8/2017,,No,No,No,No
24/8/2017,21/9/2017,13/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,15/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,6/9/2017,,No,No,Yes,No
24/8/2017,21/9/2017,13/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,24/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,14/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,13/9/2017,,Yes,No,No,No
23/8/2017,18/9/2017,5/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,1/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,15/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,30/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,11/9/2017,,No,No,No,No
24/8/2017,21/9/2017,19/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,25/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,5/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,25/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,4/9/2017,,No,No,No,No
21/8/2017,18/9/2017,12/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,25/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,20/10/2017,18/10/2017,20/10/2017,No,No,Yes,No
25/8/2017,22/9/2017,31/8/2017,,Yes,No,No,No
25/8/2017,22/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,20/9/2017,,No,No,Yes,No
28/8/2017,22/9/2017,1/9/2017,,Yes,No,No,No
25/8/2017,22/9/2017,28/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,6/9/2017,,Yes,No,No,No
25/8/2017,22/9/2017,6/9/2017,,Yes,No,No,No
25/5/2017,1/9/2017,31/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,6/9/2017,,Yes,No,No,No
25/8/2017,22/9/2017,19/9/2017,,Yes,No,No,No
24/8/2017,21/9/2017,13/9/2017,,No,No,Yes,No
25/8/2017,22/9/2017,22/9/2017,,Yes,No,No,No
7/8/2017,4/9/2017,29/8/2017,,Yes,No,No,No
25/8/2017,22/9/2017,30/8/2017,,Yes,No,No,No
25/8/2017,22/9/2017,12/9/2017,,No,No,No,No
24/8/2017,21/9/2017,21/9/2017,,No,No,Yes,No
25/8/2017,22/9/2017,18/9/2017,,No,No,No,Yes
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,29/8/2017,28/8/2017,,No,No,Yes,No
25/8/2017,22/9/2017,13/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,12/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
24/8/2017,21/9/2017,21/9/2017,,No,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
25/8/2017,22/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
25/8/2017,22/9/2017,6/9/2017,,No,No,No,No
25/8/2017,22/9/2017,19/9/2017,,No,No,No,No
28/8/2017,25/9/2017,31/8/2017,,No,No,No,No
27/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,8/9/2017,,No,No,No,No
9/7/2017,4/9/2017,4/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,4/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,19/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,15/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,No,No,No,Yes
28/8/2017,25/9/2017,12/9/2017,,No,No,No,Yes
28/8/2017,25/9/2017,5/9/2017,,No,No,No,Yes
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
15/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,31/8/2017,,No,No,No,No
28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,19/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,19/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,9/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,11/9/2017,,No,No,No,No
28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,15/9/2017,,No,No,No,Yes
28/8/2017,25/9/2017,7/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,13/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,25/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,5/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,5/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,21/11/2017,21/11/2017,25/9/2017,No,No,Yes,No
28/8/2017,25/9/2017,25/9/2017,,No,No,No,No
28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,13/9/2017,,Yes,No,No,No
28/8/2017,25/9/2017,22/9/2017,,No,No,No,No
28/8/2017,25/9/2017,30/8/2017,,No,No,No,Yes
23/8/2017,20/9/2017,29/8/2017,,Yes,No,No,No
28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,30/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,14/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,26/9/2017,,No,No,Yes,No
28/8/2017,25/9/2017,11/9/2017,,Yes,No,No,No
29/8/2017,22/11/2017,25/10/2017,,No,No,Yes,No
29/8/2017,26/9/2017,30/8/2017,,Yes,No,No,No
24/8/2017,29/8/2017,31/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,26/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,5/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,5/9/2017,,No,No,No,No
29/8/2017,26/9/2017,8/9/2017,,No,No,No,No
29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
28/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
29/8/2017,26/9/2017,18/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,25/9/2017,,No,No,No,No
29/8/2017,26/9/2017,15/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,26/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,22/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,12/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,No,No,Yes,No
30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,26/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,22/9/2017,,No,No,No,Yes
30/8/2017,27/9/2017,11/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,18/9/2017,,Yes,No,No,No
30/8/2017,20/9/2017,20/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,5/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,6/9/2017,,No,No,No,Yes
30/8/2017,27/9/2017,6/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,30/8/2017,,Yes,No,No,No
30/8/2017,15/9/2017,13/9/2017,,Yes,No,No,No
26/7/2017,31/8/2017,21/9/2017,,No,No,Yes,No
30/8/2017,27/9/2017,12/9/2017,,Yes,No,No,No
29/8/2017,26/9/2017,26/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,30/8/2017,,Yes,No,No,No
30/8/2017,27/9/2017,27/9/2017,,No,No,No,No
30/8/2017,27/9/2017,25/9/2017,,No,No,No,Yes
29/8/2017,26/9/2017,26/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,26/9/2017,,No,No,No,Yes
30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,12/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,30/8/2017,,No,No,No,No
30/8/2017,27/9/2017,25/9/2017,,No,No,No,No
30/8/2017,27/9/2017,13/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,26/9/2017,,Yes,No,No,No
30/8/2017,27/9/2017,6/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,No,No,Yes,No
31/8/2017,28/9/2017,7/9/2017,,No,No,No,Yes
31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,4/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,22/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,18/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,28/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,15/9/2017,,Yes,No,No,No
31/8/2017,27/10/2017,25/10/2017,27/9/2017,No,No,Yes,No
31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
31/8/2017,28/9/2017,28/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,1/9/2017,,No,No,No,No
30/8/2017,10/10/2017,10/10/2017,,Yes,No,No,No
31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,6/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,8/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,12/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
6/10/2017,6/10/2017,6/10/2017,,No,No,Yes,No
31/8/2017,28/9/2017,28/9/2017,,No,No,Yes,No
31/8/2017,28/9/2017,12/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,6/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,27/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,22/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,12/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,22/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,27/9/2017,,No,No,Yes,No
1/9/2017,29/9/2017,22/9/2017,,No,No,No,No
1/9/2017,29/9/2017,12/9/2017,,No,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,1/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,27/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,22/9/2017,,No,No,Yes,No
1/9/2017,29/9/2017,6/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,12/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,13/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,26/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,15/9/2017,,Yes,No,No,No
1/9/2017,26/10/2017,16/10/2017,27/9/2017,Yes,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
1/9/2017,30/10/2017,26/10/2017,27/9/2017,Yes,No,No,No
1/9/2017,29/9/2017,2/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,2/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,18/9/2017,,Yes,No,No,No
1/9/2017,,11/9/2017,,No,No,No,No
1/9/2017,29/9/2017,10/10/2017,,No,No,No,No
1/9/2017,29/9/2017,18/9/2017,,No,No,No,No
4/9/2017,2/10/2017,25/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,4/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,13/9/2017,,Yes,No,No,No
1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,27/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,26/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,26/9/2017,,No,No,No,No
4/9/2017,2/10/2017,22/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,14/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,5/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,2/10/2017,,No,No,No,No
4/9/2017,2/10/2017,29/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,6/10/2017,,No,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,2/10/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,4/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
31/8/2017,2/10/2017,7/9/2017,,No,No,Yes,No
4/9/2017,28/9/2017,21/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,25/9/2017,,Yes,No,No,No
31/8/2017,28/9/2017,21/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,29/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,6/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,6/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,12/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,14/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,12/9/2017,,Yes,No,No,No
4/9/2017,28/11/2017,23/11/2017,31/10/2017,No,No,Yes,Yes
4/9/2017,2/10/2017,14/9/2017,,No,No,No,Yes
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,No,No,No,Yes
4/9/2017,2/10/2017,2/10/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,5/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,26/9/2017,,No,No,Yes,No
4/9/2017,2/10/2017,22/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,21/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,13/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,3/10/2017,,No,No,No,Yes
5/9/2017,3/10/2017,5/9/2017,,Yes,No,No,No
5/9/2017,2/11/2017,20/10/2017,3/10/2017,No,No,Yes,No
5/9/2017,1/11/2017,1/11/2017,3/10/2017,No,No,No,Yes
5/9/2017,3/10/2017,27/9/2017,,Yes,No,No,No
5/9/2017,31/10/2017,26/10/2017,3/10/2017,No,No,Yes,No
5/9/2017,3/10/2017,5/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,27/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,17/10/2017,,Yes,No,No,No
5/9/2017,1/11/2017,26/10/2017,3/10/2017,No,No,Yes,No
5/9/2017,3/10/2017,26/9/2017,,Yes,No,No,No
5/9/2017,2/11/2017,20/10/2017,3/11/2017,No,No,Yes,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,11/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
2/8/2017,2/10/2017,26/8/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,No,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,3/10/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,3/10/2017,22/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,3/10/2017,,Yes,No,No,No
5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
5/9/2017,4/10/2017,26/9/2017,,No,No,No,No
5/9/2017,3/10/2017,26/9/2017,,No,No,No,No
5/9/2017,21/9/2017,1/11/2017,,Yes,No,No,No
6/9/2017,27/10/2017,25/10/2017,27/9/2017,No,No,Yes,No
6/9/2017,20/9/2017,14/9/2017,,No,No,No,No
6/9/2017,4/10/2017,6/9/2017,,Yes,No,No,No
6/9/2017,2/11/2017,3/11/2017,2/11/2017,Yes,No,No,No
6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,4/10/2017,,No,No,No,Yes
6/9/2017,4/10/2017,19/9/2017,,Yes,No,No,No
6/9/2017,2/11/2017,18/10/2017,2/11/2017,No,No,Yes,No
6/9/2017,4/10/2017,3/10/2017,,Yes,No,No,No
6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,2/10/2017,,No,No,Yes,No
6/9/2017,4/10/2017,6/10/2017,,Yes,No,No,No
6/9/2017,2/11/2017,24/10/2017,3/10/2017,Yes,No,No,No
6/9/2017,30/10/2017,25/10/2017,,Yes,No,No,No
6/9/2017,4/10/2017,27/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,5/10/2017,,Yes,No,No,No
6/9/2017,4/10/2017,22/9/2017,,No,No,No,Yes
6/9/2017,4/10/2017,13/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,4/10/2017,,No,No,Yes,No
6/9/2017,4/10/2017,18/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
2/8/2017,27/9/2017,30/8/2017,,Yes,No,No,No
6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,22/9/2017,,Yes,No,No,No
7/9/2017,29/9/2017,25/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,18/9/2017,,Yes,No,No,No
26/8/2017,22/9/2017,21/9/2017,,Yes,No,No,No
7/9/2017,6/10/2017,6/10/2017,,Yes,No,No,No
7/9/2017,5/10/2017,22/9/2017,,Yes,No,No,Yes
7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,7/9/2017,,Yes,No,No,No
7/9/2017,10/11/2017,3/11/2017,,No,No,No,No
7/9/2017,5/10/2017,4/10/2017,,No,No,Yes,No
7/9/2017,5/10/2017,22/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,22/9/2017,,No,No,No,No
7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,4/10/2017,,Yes,No,No,No
7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,8/9/2017,,Yes,No,No,No
8/9/2017,6/11/2017,27/10/2017,6/10/2017,Yes,No,No,No
7/9/2017,5/10/2017,26/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
8/9/2017,3/11/2017,12/10/2017,6/10/2017,No,No,Yes,No
7/9/2017,5/10/2017,29/9/2017,,Yes,No,No,No
7/9/2017,5/10/2017,28/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,6/10/2017,,No,No,Yes,No
8/9/2017,6/10/2017,26/9/2017,,No,No,No,No
8/9/2017,6/10/2017,6/10/2017,,No,No,No,No
8/9/2017,6/10/2017,26/9/2017,,No,No,Yes,No
8/9/2017,6/10/2017,28/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,5/10/2017,,No,No,No,No
8/9/2017,6/10/2017,3/10/2017,,Yes,No,No,No
8/9/2017,5/12/2017,5/12/2017,6/9/2017,Yes,No,No,No
8/9/2017,6/10/2017,13/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,12/9/2017,,No,No,No,Yes
8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
