Official Correspondence,Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
Official Information Act,27/10/2017,24/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,22/12/2017,18/12/2017,24/11/2017,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,24/11/2017,,Yes,No,No,No
Official Information Act,29/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,29/10/2017,24/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,22/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,31/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,24/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,24/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,30/10/2017,27/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,30/10/2017,27/11/2017,27/11/2017,,No,No,No,Yes
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,27/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,31/10/2017,28/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,9/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,31/10/2017,28/11/2017,21/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,29/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,29/11/2017,29/11/2017,,Yes,No,No,No
Official Information Act,31/10/2017,28/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,10/11/2017,,No,Yes,No,No
Official Information Act,1/11/2017,29/11/2017,15/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,9/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,10/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,1/11/2017,29/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,27/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,15/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,9/11/2017,,No,No,No,Yes
Official Information Act,2/11/2017,30/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,2/11/2017,30/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,27/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,22/1/2018,21/12/2017,1/12/2017,No,No,Yes,No
Official Information Act,3/11/2017,1/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,3/11/2017,1/12/2017,22/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,6/11/2017,,Yes,No,No,No
Official Information Act,29/9/2017,4/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,6/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,6/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,6/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,5/12/2017,,No,No,No,Yes
Official Information Act,6/11/2017,4/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,16/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,6/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,27/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,6/11/2017,4/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,26/9/2017,8/11/2017,10/11/2017,,No,No,No,Yes
Official Information Act,6/11/2017,4/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,5/12/2017,,No,No,Yes,No
Official Information Act,7/11/2017,24/1/2018,11/12/2017,5/12/2017,No,No,Yes,No
Official Information Act,7/11/2017,5/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,11/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,7/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,8/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,16/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,6/12/2017,8/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,7/11/2017,5/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,6/12/2017,,No,No,Yes,No
Official Information Act,8/11/2017,6/12/2017,14/11/2017,,No,No,No,Yes
Official Information Act,8/11/2017,6/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,4/12/2017,,Yes,No,No,No
Official Information Act,8/11/2017,6/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,14/11/2017,,No,No,No,Yes
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,20/11/2017,,No,No,Yes,No
Official Information Act,9/11/2017,7/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,9/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,16/11/2017,,No,No,No,Yes
Official Information Act,9/11/2017,7/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,8/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,9/11/2017,7/12/2017,1/12/2017,,No,No,No,Yes
Official Information Act,10/11/2017,8/12/2017,8/12/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,17/11/2017,,No,No,No,Yes
Official Information Act,10/11/2017,8/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,10/11/2017,8/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,11/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,29/11/2017,,No,No,No,Yes
Official Information Act,13/11/2017,11/12/2017,20/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,24/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,11/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,30/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,17/11/2017,,No,No,No,Yes
Official Information Act,13/10/2017,11/12/2017,13/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,30/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,10/10/2017,8/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,30/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,11/12/2017,,Yes,No,No,No
Official Information Act,13/10/2017,11/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,30/1/2018,20/12/2017,11/12/2017,No,No,Yes,No
Official Information Act,13/10/2017,11/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,14/10/2017,12/12/2017,1/12/2017,,No,No,No,Yes
Official Information Act,6/11/2017,4/12/2017,4/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,12/12/2017,11/12/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,13/11/2017,11/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,14/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,30/11/2017,,No,No,Yes,No
Official Information Act,14/11/2017,13/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,14/11/2017,12/12/2017,7/12/2017,,No,No,No,Yes
Official Information Act,14/11/2017,12/12/2017,11/12/2017,,No,No,Yes,No
Official Information Act,14/11/2017,12/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,22/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,22/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,15/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,21/11/2017,,No,Yes,No,No
Official Information Act,15/11/2017,13/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,24/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,11/12/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,16/11/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,15/11/2017,13/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,22/12/2017,21/12/2017,22/12/2017,No,No,Yes,No
Official Information Act,16/11/2017,14/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,14/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,16/11/2017,14/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,13/11/2017,15/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,18/12/2017,,No,No,Yes,No
Official Information Act,17/11/2017,15/12/2017,13/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,17/11/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,24/8/2017,21/11/2017,22/12/2017,,No,No,No,Yes
Official Information Act,17/11/2017,15/12/2017,14/12/2017,,No,No,No,Yes
Official Information Act,17/11/2017,15/12/2017,29/11/2017,,No,No,No,Yes
Official Information Act,17/11/2017,15/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,14/12/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,1/12/2017,,No,No,No,Yes
Official Information Act,19/11/2017,18/12/2017,20/11/2017,,Yes,No,No,No
Official Information Act,17/11/2017,15/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,14/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,18/12/2017,,No,No,Yes,No
Official Information Act,18/11/2017,18/12/2017,13/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,20/11/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,14/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,13/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,7/2/2018,22/12/2017,18/12/2017,No,No,Yes,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,No,No,No,Yes
Official Information Act,20/11/2017,18/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,22/11/2017,5/12/2017,,No,No,No,Yes
Official Information Act,20/11/2017,19/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,4/12/2017,4/12/2017,,No,No,Yes,No
Official Information Act,20/11/2017,18/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,8/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,19/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,13/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,15/12/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,19/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,21/11/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,19/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,20/12/2017,19/12/2017,,Yes,No,No,No
Official Information Act,21/11/2017,20/12/2017,20/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,6/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,22/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,20/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,7/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,20/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,28/11/2017,,Yes,No,No,No
Official Information Act,11/11/2017,8/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,20/11/2017,18/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,19/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,20/12/2017,,Yes,No,No,No
Official Information Act,22/11/2017,20/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,21/12/2017,,No,No,No,Yes
Official Information Act,23/11/2017,21/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,23/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,5/12/2017,,No,No,No,Yes
Official Information Act,23/11/2017,21/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,8/12/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,14/12/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,27/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,24/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,24/11/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,12/12/2017,,No,No,No,Yes
Official Information Act,23/11/2017,21/12/2017,1/12/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,21/12/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,12/12/2017,,Yes,No,No,No
Official Information Act,23/11/2017,21/12/2017,8/12/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,6/12/2017,,No,No,No,Yes
Official Information Act,24/11/2017,22/12/2017,22/12/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,22/12/2017,,No,No,No,Yes
Official Information Act,24/11/2017,22/12/2017,24/11/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,22/12/2017,,No,No,No,Yes
Official Information Act,24/11/2017,22/12/2017,18/12/2017,,Yes,No,No,No
Official Information Act,25/11/2017,16/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,22/12/2017,,No,No,No,Yes
Official Information Act,24/11/2017,22/12/2017,5/12/2017,,Yes,No,No,No
Official Information Act,24/11/2017,22/12/2017,29/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,27/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,29/11/2017,,No,No,No,Yes
Official Information Act,27/11/2017,16/1/2018,29/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,29/11/2017,,Yes,No,No,No
Official Information Act,26/11/2017,16/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,26/11/2017,16/1/2018,27/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,4/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,27/11/2017,,Yes,No,No,No
